1.00000,13.17499,1.84670,2.51229,16.73913,104.27843,2.28666,1.06080,0.31153,1.63891,6.79571,0.99864,2.42480,635.25914
1.00000,11.95240,2.83356,2.34518,18.75841,112.27728,2.19409,2.54456,0.27131,1.01144,4.72714,0.81004,3.03693,680.25128
1.00000,13.10218,0.60921,2.51128,19.35337,106.75436,2.63651,1.62047,0.37933,2.10922,4.11528,1.12785,2.88942,626.14114
1.00000,13.69949,2.26968,2.54849,18.80921,99.49872,2.58338,2.90227,0.25097,1.67195,4.78921,0.83902,2.45884,703.41928
1.00000,14.02027,2.23872,2.44845,16.20798,98.91639,3.10882,1.91066,0.31040,1.36573,5.34802,0.97337,2.64701,487.00723
1.00000,13.44067,1.87282,2.12620,21.84333,95.60146,2.50474,1.99864,0.31680,1.72007,5.89390,1.08128,2.45442,580.76615
1.00000,13.37168,1.18073,2.14343,21.60101,104.34581,2.00991,2.76216,0.34130,1.30077,2.85179,0.92706,2.48327,664.32585
1.00000,12.26130,1.54912,2.09011,19.15563,114.09908,2.26003,2.30590,0.25027,1.21658,7.09024,1.06794,1.98137,738.88813
1.00000,14.06091,1.82948,2.35934,20.96792,95.80077,2.13721,2.06103,0.25599,1.25411,3.18009,1.08700,2.16268,645.57880
1.00000,13.39099,3.10155,2.42344,18.10241,112.47962,2.09064,1.93060,0.25751,1.68167,4.59686,0.97252,3.11575,564.24468
1.00000,13.18806,1.81023,2.39173,17.05144,80.78110,2.11288,1.88520,0.19721,1.79292,4.64644,1.05442,2.05849,770.05369
1.00000,12.43549,2.46109,2.34392,16.65889,99.12028,2.82191,2.32929,0.26269,1.61122,4.59168,0.98514,2.49276,520.85589
1.00000,11.48051,1.94660,2.44851,21.04190,106.16714,2.03896,2.18010,0.32477,1.22298,4.56789,0.93226,2.71226,918.45723
1.00000,12.58146,2.15911,2.13089,17.69263,100.88242,2.04101,3.42084,0.26426,0.96907,6.22836,1.17780,2.59414,679.22806
1.00000,13.63080,1.78016,2.17321,19.65610,105.69857,2.28707,1.59150,0.28012,1.56547,4.79197,1.01223,2.98137,628.12254
1.00000,12.88640,2.46205,2.56243,20.50905,105.52303,2.21814,1.54702,0.22795,1.50640,6.08618,0.90174,2.92051,396.20480
1.00000,12.74866,1.68523,2.01521,17.64506,105.37110,2.05120,1.34866,0.35965,1.43025,4.55340,1.17647,3.71532,624.61917
1.00000,13.12954,2.05247,2.29540,20.23213,96.36574,2.00056,1.77291,0.33038,1.02755,5.08996,0.99198,2.47992,732.94725
1.00000,11.72737,1.58846,2.01196,21.20048,98.60621,2.01005,2.19896,0.30899,1.03250,4.80575,0.73448,2.39749,856.80638
